#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Absiella argi	Bacteria	Terrabacteria group	Firmicutes	pABar1	NZ_AP019696.1	AP019696	4.73	34.4397	6	-	-	-	6	-
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p13450-2	NZ_CP026016.1	CP026016	109.205	50.603	121	-	-	-	130	9
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p118_A	NZ_CP048380.1	CP048380	244.254	53.4759	234	-	-	-	272	38
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	p118_B-OXA1	NZ_CP048381.1	CP048381	164.79	52.8048	142	-	-	-	184	42
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	-	CP050957.1	122.496	51.0433	132	-	-	-	145	13
Klebsiella variicola	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_JAAXYY000000000.1	JAAXYY000000000	6126	56.7907	5806	25	93	-	6163	357
Kluyvera intermedia	Bacteria	Proteobacteria	Gammaproteobacteria	pN2-1	NZ_CP045846.1	CP045846	245.785	46.3295	235	-	-	-	259	24
Kluyvera intermedia	Bacteria	Proteobacteria	Gammaproteobacteria	pHR2-1	NZ_CP045844.1	CP045844	245.785	46.3295	235	-	-	-	259	24
Kocuria flava	Bacteria	Terrabacteria group	Actinobacteria	1	NZ_CP013255.1	CP013255	113.21	67.2114	108	-	1	-	112	3
Kocuria flava	Bacteria	Terrabacteria group	Actinobacteria	2	NZ_CP013256.1	CP013256	10.611	68.6175	6	-	1	-	7	-
Kocuria flava	Bacteria	Terrabacteria group	Actinobacteria	3	NZ_CP013257.1	CP013257	5.666	68.1786	5	-	-	-	5	-
Kocuria flava	Bacteria	Terrabacteria group	Actinobacteria	4	NZ_CP013258.1	CP013258	4.52	64.9336	4	-	-	-	4	-
Kocuria indica	Bacteria	Terrabacteria group	Actinobacteria	pCE7	NZ_CP035505.1	CP035505	32.758	64.5369	31	-	-	-	34	3
Kocuria turfanensis	Bacteria	Terrabacteria group	Actinobacteria	unnamed1	NZ_CP014481.1	CP014481	160.938	67.5577	156	-	-	-	163	7
Kocuria turfanensis	Bacteria	Terrabacteria group	Actinobacteria	unnamed2	NZ_CP014482.1	CP014482	134.899	67.916	124	-	-	-	133	9
Kocuria turfanensis	Bacteria	Terrabacteria group	Actinobacteria	unnamed4	NZ_CP014483.1	CP014483	69.617	67.936	68	-	-	-	69	1
Kocuria turfanensis	Bacteria	Terrabacteria group	Actinobacteria	unnamed5	NZ_CP014484.1	CP014484	52.02	64.9539	48	-	-	-	50	2
Komagataeibacter europaeus	Bacteria	Proteobacteria	Alphaproteobacteria	pGE1	NC_024993.1	AB972537	2.524	51.5055	3	-	-	-	3	-
Komagataeibacter europaeus	Bacteria	Proteobacteria	Alphaproteobacteria	pGE2	NC_024994.1	AB972538	7.187	51.0922	8	-	-	-	8	-
Komagataeibacter europaeus	Bacteria	Proteobacteria	Alphaproteobacteria	pGE3	NC_024995.1	AB972539	5.537	55.2104	4	-	-	-	4	-
Komagataeibacter europaeus	Bacteria	Proteobacteria	Alphaproteobacteria	pJK21	NC_025011.1	AJ223503	2.954	56.3304	1	-	-	-	1	-
Komagataeibacter europaeus	Bacteria	Proteobacteria	Alphaproteobacteria	pAEU601	NC_025155.1	Y17109	3.818	52.2001	5	-	-	-	7	-
Komagataeibacter europaeus	Bacteria	Proteobacteria	Alphaproteobacteria	pKE1446-1	NZ_CP021468.1	CP021468	309.048	58.7556	244	-	-	-	295	51
Komagataeibacter europaeus	Bacteria	Proteobacteria	Alphaproteobacteria	pKE1446-2	NZ_CP021469.1	CP021469	37.199	59.843	34	-	-	-	37	3
Komagataeibacter europaeus	Bacteria	Proteobacteria	Alphaproteobacteria	pKE1446-3	NZ_CP021470.1	CP021470	2.895	50.7081	4	-	-	-	4	-
Komagataeibacter medellinensis	Bacteria	Proteobacteria	Alphaproteobacteria	pKM01	NZ_CM018730.1	CM018730	38.059	43.895	47	-	-	-	47	-
Komagataeibacter medellinensis	Bacteria	Proteobacteria	Alphaproteobacteria	pKM02	NZ_CM018731.1	CM018731	4.289	58.8482	5	-	-	-	6	1
Komagataeibacter medellinensis	Bacteria	Proteobacteria	Alphaproteobacteria	pKM03	NZ_CM018732.1	CM018732	3.314	50.513	2	-	-	-	2	-
Komagataeibacter medellinensis NBRC 3288	Bacteria	Proteobacteria	Alphaproteobacteria	pGXY020	NC_016021.1	AP012161	76.071	56.931	78	-	-	-	88	10
Komagataeibacter medellinensis NBRC 3288	Bacteria	Proteobacteria	Alphaproteobacteria	pGXY040	NC_016022.1	AP012163	4.776	58.773	3	-	-	-	4	1
Komagataeibacter medellinensis NBRC 3288	Bacteria	Proteobacteria	Alphaproteobacteria	pGXY030	NC_016028.1	AP012162	28.572	59.4743	34	-	-	-	39	5
Komagataeibacter medellinensis NBRC 3288	Bacteria	Proteobacteria	Alphaproteobacteria	pGXY050	NC_016029.1	AP012164	4.615	51.1809	7	-	-	-	7	-
Komagataeibacter medellinensis NBRC 3288	Bacteria	Proteobacteria	Alphaproteobacteria	pGXY070	NC_016030.1	AP012166	2.218	57.1235	3	-	-	-	3	-
Komagataeibacter medellinensis NBRC 3288	Bacteria	Proteobacteria	Alphaproteobacteria	pGXY010	NC_016037.1	AP012160	255.866	57.976	219	-	-	-	256	37
Komagataeibacter medellinensis NBRC 3288	Bacteria	Proteobacteria	Alphaproteobacteria	pGXY060	NC_016900.1	AP012165	4.255	57.7908	7	-	-	-	7	-
Komagataeibacter nataicola	Bacteria	Proteobacteria	Alphaproteobacteria	pKNA01	NZ_CP019876.1	CP019876	102.282	40.6709	85	-	-	-	86	1
Komagataeibacter nataicola	Bacteria	Proteobacteria	Alphaproteobacteria	pKNA02	NZ_CP019877.1	CP019877	38.682	57.2695	35	-	-	-	48	13
Komagataeibacter nataicola	Bacteria	Proteobacteria	Alphaproteobacteria	pKNA03	NZ_CP019878.1	CP019878	37.912	57.1481	43	-	-	-	49	6
Komagataeibacter nataicola	Bacteria	Proteobacteria	Alphaproteobacteria	pKNA04	NZ_CP019879.1	CP019879	30.554	58.9448	28	-	-	-	38	10
Komagataeibacter nataicola	Bacteria	Proteobacteria	Alphaproteobacteria	pKNA05	NZ_CP019880.1	CP019880	39.914	48.582	42	-	-	-	44	2
Komagataeibacter nataicola	Bacteria	Proteobacteria	Alphaproteobacteria	pKNA06	NZ_CP019881.1	CP019881	25.766	55.5034	32	-	2	-	37	3
Komagataeibacter rhaeticus	Bacteria	Proteobacteria	Alphaproteobacteria	2	NZ_LT575494.1	LT575494	238.16	59.8551	183	-	1	-	251	67
Komagataeibacter rhaeticus	Bacteria	Proteobacteria	Alphaproteobacteria	pENS1	NZ_CP050140.1	CP050140	17.785	59.0329	19	-	-	-	19	-
Komagataeibacter rhaeticus	Bacteria	Proteobacteria	Alphaproteobacteria	pENS2	NZ_CP050141.1	CP050141	13.375	59.7383	16	-	-	-	20	4
Komagataeibacter rhaeticus	Bacteria	Proteobacteria	Alphaproteobacteria	pENS3	NZ_CP050142.1	CP050142	10.803	57.8728	12	-	-	-	13	1
Komagataeibacter rhaeticus	Bacteria	Proteobacteria	Alphaproteobacteria	pENS4	NZ_CP050143.1	CP050143	3.007	66.1457	1	-	-	-	1	-
Komagataeibacter rhaeticus	Bacteria	Proteobacteria	Alphaproteobacteria	pENS5	NZ_CP050144.1	CP050144	2.295	57.342	3	-	-	-	3	-
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed1	NZ_CP023037.1	CP023037	217.536	59.4688	176	-	-	-	181	5
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed2	NZ_CP023038.1	CP023038	159.308	59.2732	145	-	-	-	169	24
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed3	NZ_CP023039.1	CP023039	127.836	58.8966	127	-	-	-	132	5
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed4	NZ_CP023040.1	CP023040	42.58	58.9079	31	-	-	-	38	7
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed5	NZ_CP023041.1	CP023041	26.645	54.6294	29	-	-	-	30	1
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed6	NZ_CP023042.1	CP023042	1.866	48.0171	-	-	-	-	-	-
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	p221732	NZ_CP036405.1	CP036405	221.732	59.166	177	-	-	-	181	4
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	p183533	NZ_CP036406.1	CP036406	183.533	58.9485	156	-	-	-	177	21
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	p92689	NZ_CP036407.1	CP036407	92.689	56.9442	88	-	-	-	88	-
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	p59558	NZ_CP036408.1	CP036408	59.558	60.5292	59	-	-	-	62	3
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	p41060	NZ_CP036409.1	CP036409	41.06	60.6698	41	-	-	-	44	3
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	p5317	NZ_CP036410.1	CP036410	5.317	59.5637	3	-	-	-	5	2
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	p4904	NZ_CP036411.1	CP036411	4.904	50.0816	7	-	-	-	7	-
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	p3050	NZ_CP036412.1	CP036412	3.05	55.7705	3	-	-	-	3	-
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	p2808	NZ_CP036413.1	CP036413	2.808	61.2892	2	-	-	-	2	-
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	p2285	NZ_CP036414.1	CP036414	2.285	66.3457	3	-	-	-	3	-
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	p1995	NZ_CP036415.1	CP036415	1.995	61.1028	2	-	-	-	2	-
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	p1460	NZ_CP036416.1	CP036416	1.46	65.137	2	-	-	-	2	-
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	p1085	NZ_CP036417.1	CP036417	1.085	60.9217	2	-	-	-	2	-
Komagataeibacter saccharivorans	Bacteria	Proteobacteria	Alphaproteobacteria	p532	NZ_CP036418.1	CP036418	0.532	62.594	-	-	-	-	2	2
Komagataeibacter xylinus	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed1	NZ_CP025270.1	CP025270	369.14	58.5404	334	-	-	-	385	51
Komagataeibacter xylinus	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed2	NZ_CP025271.1	CP025271	5.309	55.4907	8	-	-	-	9	1
Komagataeibacter xylinus	Bacteria	Proteobacteria	Alphaproteobacteria	pA	NZ_CP041349.1	CP041349	233.861	57.8493	196	-	-	-	234	38
Komagataeibacter xylinus	Bacteria	Proteobacteria	Alphaproteobacteria	pB	NZ_CP041350.1	CP041350	190.752	58.1121	148	-	-	-	184	36
Komagataeibacter xylinus	Bacteria	Proteobacteria	Alphaproteobacteria	pC	NZ_CP041351.1	CP041351	31.012	55.9945	33	-	-	-	42	9
Komagataeibacter xylinus E25	Bacteria	Proteobacteria	Alphaproteobacteria	pGX1	NZ_CP004361.1	CP004361	5.531	55.7585	7	-	-	-	7	-
Komagataeibacter xylinus E25	Bacteria	Proteobacteria	Alphaproteobacteria	pGX2	NZ_CP004362.1	CP004362	2.216	56.9946	3	-	-	-	3	-
Komagataeibacter xylinus E25	Bacteria	Proteobacteria	Alphaproteobacteria	pGX3	NZ_CP004363.1	CP004363	26.296	59.0204	29	-	-	-	30	1
Komagataeibacter xylinus E25	Bacteria	Proteobacteria	Alphaproteobacteria	pGX4	NZ_CP004364.1	CP004364	87.176	59.2158	86	-	-	-	103	17
Komagataeibacter xylinus E25	Bacteria	Proteobacteria	Alphaproteobacteria	pGX5	NZ_CP004365.1	CP004365	336.138	58.0494	306	-	-	-	360	54
Kosakonia arachidis	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP045299.1	CP045299	79.613	47.7661	59	-	-	-	74	15
Kosakonia cowanii JCM 10956 = DSM 18146	Bacteria	Proteobacteria	Gammaproteobacteria	p888-76-1	NZ_CP019446.1	CP019446	113.443	53.4859	107	-	-	-	115	8
Kosakonia cowanii JCM 10956 = DSM 18146	Bacteria	Proteobacteria	Gammaproteobacteria	p888-76-2	NZ_CP019447.1	CP019447	96.883	56.1946	83	3	8	-	94	-
Kosakonia radicincitans	Bacteria	Proteobacteria	Gammaproteobacteria	pKrDSM107547	NZ_CP040393.1	CP040393	118.312	52.8239	111	-	-	-	122	11
Kosakonia radicincitans DSM 16656	Bacteria	Proteobacteria	Gammaproteobacteria	pKrDSM16656L	NZ_CP018017.1	CP018017	290.108	47.7867	320	-	-	-	342	22
Kosakonia radicincitans DSM 16656	Bacteria	Proteobacteria	Gammaproteobacteria	pKrDSM16656S	NZ_CP018018.1	CP018018	14.706	58.4795	16	-	-	-	16	-
Kozakia baliensis	Bacteria	Proteobacteria	Alphaproteobacteria	pKB14400_1	NZ_CP014675.1	CP014675	253.508	58.7981	235	-	-	-	267	31
Kozakia baliensis	Bacteria	Proteobacteria	Alphaproteobacteria	pKB14400_2	NZ_CP014676.1	CP014676	102.455	59.3217	119	-	-	-	123	5
Kozakia baliensis	Bacteria	Proteobacteria	Alphaproteobacteria	pKB14400_3	NZ_CP014677.1	CP014677	176.991	53.4118	135	-	-	-	159	25
Kozakia baliensis	Bacteria	Proteobacteria	Alphaproteobacteria	pKB14400_4	NZ_CP014678.1	CP014678	18.625	59.9034	20	-	-	-	24	4
Kozakia baliensis	Bacteria	Proteobacteria	Alphaproteobacteria	pKB14400_5	NZ_CP014679.1	CP014679	35.463	56.4278	29	-	-	-	38	9
Kozakia baliensis	Bacteria	Proteobacteria	Alphaproteobacteria	pKB14400_6	NZ_CP014680.1	CP014680	30.533	56.5487	27	-	-	-	37	10
Kozakia baliensis	Bacteria	Proteobacteria	Alphaproteobacteria	pKB16680_1	NZ_CP014682.1	CP014682	135.727	60.1428	134	-	-	-	148	14
Kozakia baliensis	Bacteria	Proteobacteria	Alphaproteobacteria	pKB16680_2	NZ_CP014683.1	CP014683	88.099	59.4241	96	-	-	-	103	7
Kozakia baliensis	Bacteria	Proteobacteria	Alphaproteobacteria	pKB16680_3	NZ_CP014684.1	CP014684	36.022	57.1901	33	-	-	-	39	6
Kozakia baliensis	Bacteria	Proteobacteria	Alphaproteobacteria	pKB16680_4	NZ_CP014685.1	CP014685	14.635	53.3926	9	-	-	-	14	5
Kozakia baliensis	Bacteria	Proteobacteria	Alphaproteobacteria	pKB16680_5	NZ_CP014686.1	CP014686	11.848	56.288	11	-	-	-	13	2
Labrenzia aggregata	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed1	NZ_CP019631.1	CP019631	407.152	58.9502	362	-	-	-	363	1
Labrenzia aggregata	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed2	NZ_CP019632.1	CP019632	94.445	55.8876	104	-	-	-	109	5
Labrenzia alexandrii DFL-11	Bacteria	Proteobacteria	Alphaproteobacteria	pLADFL_1	NZ_CM011003.1	CM011003	93.929	56.6577	86	-	-	-	93	7
Labrenzia alexandrii DFL-11	Bacteria	Proteobacteria	Alphaproteobacteria	pLADFL_2	NZ_CM011004.1	CM011004	68.647	56.2967	52	-	-	-	53	1
Labrenzia sp. CP4	Bacteria	Proteobacteria	Alphaproteobacteria	pBCL1	NZ_CP011928.1	CP011928	98.619	55.9365	107	-	-	-	113	6
Labrenzia sp. PHM005	Bacteria	Proteobacteria	Alphaproteobacteria	p1BIR	NZ_CP041190.1	CP041190	19.45	48.5398	21	-	-	-	22	1
Labrenzia sp. THAF187b	Bacteria	Proteobacteria	Alphaproteobacteria	pTHAF187b_a	NZ_CP045345.1	CP045345	538.462	58.5505	482	-	-	-	499	17
Labrenzia sp. THAF187b	Bacteria	Proteobacteria	Alphaproteobacteria	pTHAF187b_b	NZ_CP045346.1	CP045346	120.832	57.7124	110	-	-	-	118	8
Labrenzia sp. THAF187b	Bacteria	Proteobacteria	Alphaproteobacteria	pTHAF187b_c	NZ_CP045347.1	CP045347	93.994	56.6217	84	-	-	-	91	7
Labrenzia sp. THAF187b	Bacteria	Proteobacteria	Alphaproteobacteria	pTHAF187b_d	NZ_CP045348.1	CP045348	22.652	62.9613	24	-	-	-	26	2
Labrenzia sp. THAF191a	Bacteria	Proteobacteria	Alphaproteobacteria	pTHAF191a_a	NZ_CP045334.1	CP045334	120.832	57.7124	110	-	-	-	118	8
Labrenzia sp. THAF191a	Bacteria	Proteobacteria	Alphaproteobacteria	pTHAF191a_b	NZ_CP045335.1	CP045335	539.584	58.5423	483	-	-	-	500	17
Labrenzia sp. THAF191a	Bacteria	Proteobacteria	Alphaproteobacteria	pTHAF191a_c	NZ_CP045336.1	CP045336	93.994	56.6249	84	-	-	-	91	7
Labrenzia sp. THAF191a	Bacteria	Proteobacteria	Alphaproteobacteria	pTHAF191a_d	NZ_CP045337.1	CP045337	22.652	62.9613	24	-	-	-	26	2
Labrenzia sp. THAF191b	Bacteria	Proteobacteria	Alphaproteobacteria	pTHAF191b_a	NZ_CP045329.1	CP045329	538.462	58.5505	482	-	-	-	499	17
Labrenzia sp. THAF191b	Bacteria	Proteobacteria	Alphaproteobacteria	pTHAF191b_b	NZ_CP045330.1	CP045330	120.832	57.7124	110	-	-	-	118	8
Labrenzia sp. THAF191b	Bacteria	Proteobacteria	Alphaproteobacteria	pTHAF191b_c	NZ_CP045331.1	CP045331	93.994	56.6217	84	-	-	-	91	7
Labrenzia sp. THAF191b	Bacteria	Proteobacteria	Alphaproteobacteria	pTHAF191b_d	NZ_CP045332.1	CP045332	22.652	62.9613	24	-	-	-	26	2
Labrenzia sp. THAF35	Bacteria	Proteobacteria	Alphaproteobacteria	pTHAF35_a	NZ_CP045381.1	CP045381	418.081	58.8386	367	-	-	-	369	2
Labrenzia sp. THAF35	Bacteria	Proteobacteria	Alphaproteobacteria	pTHAF35_b	NZ_CP045382.1	CP045382	152.967	57.9164	134	-	-	-	142	8
Labrenzia sp. THAF35	Bacteria	Proteobacteria	Alphaproteobacteria	pTHAF35_c	NZ_CP045383.1	CP045383	70.393	55.8237	67	-	-	-	75	8
Lachancea fermentati	Eukaryota	Fungi	Ascomycetes	pSM1	NC_002054.1	M18275	5.416	40.3619	4	-	-	-	4	-
Lachnospiraceae bacterium WCA-9-b2	Bacteria	Terrabacteria group	Firmicutes	unnamed	NZ_WUQX01000003.1	-	287.404	41.9806	272	-	-	-	306	34
Lactobacillus acidipiscis	Bacteria	Terrabacteria group	Firmicutes	pLAC1	NC_014164.1	-	3.478	37.1478	4	-	-	-	4	-
Lactobacillus acidophilus	Bacteria	Terrabacteria group	Firmicutes	pLA103	NC_003458.1	AB081463	13.913	40.4442	15	-	-	-	15	-
Lactobacillus acidophilus	Bacteria	Terrabacteria group	Firmicutes	pLA106	NC_004985.1	D88438	2.862	43.3263	3	-	-	-	3	-
Lactobacillus agilis	Bacteria	Terrabacteria group	Firmicutes	pLa3_1	NZ_CP034226.1	CP034226	7.541	40.8832	5	-	-	-	5	-
Lactobacillus agilis	Bacteria	Terrabacteria group	Firmicutes	pLa3_2	NZ_CP034227.1	CP034227	4.743	36.8332	4	-	-	-	5	1
Lactobacillus agilis	Bacteria	Terrabacteria group	Firmicutes	pLa3_3	NZ_CP034228.1	CP034228	3.69	38.2114	2	-	-	-	3	1
Lactobacillus agilis	Bacteria	Terrabacteria group	Firmicutes	pLa3_4	NZ_CP034229.1	CP034229	2.676	38.9761	1	-	-	-	1	-
Lactobacillus alimentarius DSM 20249	Bacteria	Terrabacteria group	Firmicutes	pLDW-11	NZ_CP018868.1	CP018868	68.058	39.9336	64	-	-	-	74	10
Lactobacillus allii	Bacteria	Terrabacteria group	Firmicutes	pWIKIM01	NZ_CP019324.1	CP019324	28.011	40.966	27	-	-	-	30	3
Lactobacillus amylolyticus	Bacteria	Terrabacteria group	Firmicutes	pL6-1	NZ_CP020458.1	CP020458	213.597	36.8559	194	-	-	-	224	30
Lactobacillus amylolyticus	Bacteria	Terrabacteria group	Firmicutes	p1	NZ_CP031836.1	CP031836	200.398	36.8811	188	-	-	-	214	26
Lactobacillus amylovorus	Bacteria	Terrabacteria group	Firmicutes	pRKC30SC1	NC_015213.1	CP002560	7.197	35.0702	4	-	-	-	7	3
Lactobacillus amylovorus	Bacteria	Terrabacteria group	Firmicutes	pRKC30SC2	NC_015218.1	CP002561	12.568	36.6486	15	-	-	-	15	-
Lactobacillus amylovorus	Bacteria	Terrabacteria group	Firmicutes	pPMRA301	NZ_CP029755.1	CP029755	84.225	35.9834	66	-	-	-	84	18
Lactobacillus amylovorus GRL 1112	Bacteria	Terrabacteria group	Firmicutes	plasmid1	NC_015319.1	CP002612	33.688	31.8303	28	-	-	-	35	7
Lactobacillus amylovorus GRL 1112	Bacteria	Terrabacteria group	Firmicutes	plasmid2	NC_015322.1	CP002613	25.284	36.3036	26	-	-	-	27	1
Lactobacillus amylovorus GRL1118	Bacteria	Terrabacteria group	Firmicutes	plasmid1	NC_017471.1	CP002610	4.541	34.2215	3	-	-	-	5	2
Lactobacillus amylovorus GRL1118	Bacteria	Terrabacteria group	Firmicutes	plasmid2	NC_017472.1	CP002611	78.145	35.4738	52	-	-	-	75	23
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	L11988-1	NZ_CP014624.1	CP014624	44.086	40.48	52	-	-	-	58	6
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	L11988-10	NZ_CP014625.1	CP014625	30.007	41.4637	32	-	-	-	35	3
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	L11988-2	NZ_CP014626.1	CP014626	41.38	40.9232	35	-	-	-	42	7
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	L11988-3	NZ_CP014627.1	CP014627	18.755	38.5284	22	-	-	-	24	2
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	L11988-4	NZ_CP014628.1	CP014628	20.916	41.7814	22	-	-	-	29	7
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	L11988-5	NZ_CP014629.1	CP014629	10.631	36.3183	12	-	-	-	13	1
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	L11988-6	NZ_CP014630.1	CP014630	10.507	36.8897	11	-	-	-	12	1
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	L11988-7	NZ_CP014631.1	CP014631	41.809	38.872	46	-	-	-	51	5
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	L11988-8	NZ_CP014632.1	CP014632	27.021	40.6758	19	-	-	-	24	5
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	L11988-9	NZ_CP014633.1	CP014633	20.407	39.6139	20	-	-	-	27	7
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11989-1	NZ_CP014874.1	CP014874	28.996	41.6333	31	-	-	-	36	5
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11989-2	NZ_CP014875.1	CP014875	22.581	37.6157	27	-	-	-	29	2
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11989-3	NZ_CP014876.1	CP014876	11.878	38.0114	10	-	-	-	10	-
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11989-4	NZ_CP014877.1	CP014877	64.928	40.5187	61	-	-	-	68	7
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11989-5	NZ_CP014878.1	CP014878	31.925	40.8551	26	-	-	-	32	6
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11989-6	NZ_CP014879.1	CP014879	12.076	37.9844	10	-	-	-	10	-
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11989-7	NZ_CP014880.1	CP014880	7.03	37.909	7	-	-	-	7	-
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11991-1	NZ_CP014882.1	CP014882	17.848	35.5558	17	-	-	-	20	3
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11991-2	NZ_CP014883.1	CP014883	17.429	41.6605	16	-	-	-	22	6
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11991-3	NZ_CP014884.1	CP014884	70.98	39.5985	68	-	-	-	77	9
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11991-4	NZ_CP014885.1	CP014885	52.539	41.394	53	-	-	-	64	11
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11991-5	NZ_CP014886.1	CP014886	34.047	37.9446	29	-	-	-	34	5
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11991-6	NZ_CP014887.1	CP014887	22.403	37.7449	25	-	-	-	28	3
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11991-7	NZ_CP014888.1	CP014888	19.886	40.2394	20	-	-	-	23	3
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11991-8	NZ_CP014889.1	CP014889	19.623	40.4678	22	-	-	-	23	1
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11992-1	NZ_CP014891.1	CP014891	55.942	40.8512	49	-	-	-	54	5
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11992-2	NZ_CP014892.1	CP014892	43.159	38.5088	54	-	-	-	59	5
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11992-3	NZ_CP014893.1	CP014893	49.694	39.5058	52	-	-	-	60	8
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11992-4	NZ_CP014894.1	CP014894	33.159	39.8172	29	-	-	-	33	4
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11992-5	NZ_CP014895.1	CP014895	23.187	43.9125	25	-	-	-	31	6
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11992-6	NZ_CP014896.1	CP014896	15.332	37.0206	12	-	-	-	14	2
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11992-7	NZ_CP014897.1	CP014897	11.987	39.0423	13	-	-	-	14	1
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL11992-8	NZ_CP014898.1	CP014898	2.095	34.7017	2	-	-	-	3	1
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL12002-1	NZ_CP014900.1	CP014900	28.997	41.6319	31	-	-	-	36	5
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL12002-2	NZ_CP014901.1	CP014901	22.56	37.6241	27	-	-	-	30	3
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL12002-3	NZ_CP014902.1	CP014902	11.878	38.0114	10	-	-	-	10	-
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL12002-4	NZ_CP014903.1	CP014903	65.694	40.1224	64	-	-	-	71	7
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL12002-5	NZ_CP014904.1	CP014904	33.27	40.8476	26	-	-	-	30	4
Lactobacillus backii	Bacteria	Terrabacteria group	Firmicutes	pL12002-6	NZ_CP014905.1	CP014905	12.076	37.9844	11	-	-	-	11	-
